,intensity,mfcc_mean,mfcc_max,sc_mean,sc_std,sc_min,sc_max,sc_kur,sc_skew,stft_mean,stft_std,stft_min,stft_kur,kur,skew,emotion_positivity,length,zero_crossings_rate,vocal_channel,emotion,emotional_intensity,statement,repetition,actor,sex,channels,frame_width
16,-1.2079716845090063,-1.111910201919938,0.32129127687316744,0.5115509210454513,0.8154711856304214,-1.0864538516615585,0.47990688841124163,-0.4586209762753148,-0.3875264250487209,0.27410924597959674,0.3057157715031768,-0.47041362832390726,-0.5668537411703631,-0.3824856782590158,-2.2607395645282526,0.37303349595179647,-0.2025265880923249,-0.5924266112440397,speech,calm,strong,1,1st,12.0,F,1,2
17,1.8057787549937627,1.172759323308667,-0.64395774802775,0.2892719356081468,-1.3138127417735894,1.3503756775572613,-0.7204859770079877,0.2498839874658924,-0.1500069205693671,-0.8209996213913899,-0.36635528670085826,-0.45902894742890693,0.9199155022437221,0.4982478481150783,1.0267304966038056,-0.8432938073378378,-0.5937004313395723,2.948246718564849,speech,fearful,strong,1,2nd,,F,1,2
18,1.2029403719500849,0.667604177370598,-0.2268345556789951,-0.7594285422650401,-0.11566331825522723,-1.0864538516615585,0.16738171781681022,-0.033614249636866586,-0.22245156185528986,-0.8481145941180183,0.6290549253113256,-0.47041362832390726,-0.2848140929646172,0.6954844309093267,1.121701136138786,-0.8432938073378378,-0.3145293551759388,0.7164554761211339,speech,angry,strong,1,1st,2.0,F,1,2
19,-0.46872140698917303,-0.9648089857628518,-0.34033119803865214,0.45480356693123414,1.1778647028435212,-1.0864538516615585,0.16873649734342827,-0.6076229496806548,-0.9270628868426486,-0.8840720932400866,0.7254724034227983,-0.47041362832390726,-0.3037707028208585,-0.5865919206907019,0.34153651517068273,1.5893607992414307,-0.6488659733359788,1.627274253302202,speech,surprised,strong,0,1st,14.0,F,1,2
20,0.693983183338159,-0.703315987181189,-0.7131258649751044,-0.054013448678065665,0.5466522599580336,1.29886090266119,0.24243134341289216,-0.4929248786150264,0.48349261170998875,-0.5972149199001014,1.004912988725565,-0.4314769601555766,-0.9201859645544939,-0.5319285923048033,1.349301492658591,1.5893607992414307,2.084335880122353,-0.48359131697310964,song,happy,normal,1,2nd,,F,1,2
21,0.0720965716532138,-0.8327038151964046,-0.8923667419088523,-0.7238561307300485,-0.13522944385388758,-1.0864538516615585,0.25806599428153726,0.11124209100096344,0.3267234540984543,-1.4831440785071228,0.9874947583790699,-0.47041362832390726,0.34837922091975926,-0.9281657111832402,0.4219579466791198,1.5893607992414307,1.024488800555024,0.06765402353404021,song,happy,normal,1,2nd,16.0,F,1,2
22,0.853489406756901,-0.182823390545608,-1.8414030048427652,0.36671995268841434,-0.18386265899506665,-1.0864538516615585,0.26040687998324213,0.571879797553474,-0.0967991318883258,-0.8695765098293671,0.5807622505803675,-0.47041362832390726,-0.12272437449985005,0.816810705106123,0.6177253853359098,-0.8432938073378378,-0.7608687404195927,1.6069699071809649,speech,fearful,strong,1,2nd,,F,1,2
24,-0.36154222274471093,-0.3672552264353351,0.31895406652602154,1.3083482192373757,0.4101853143835266,0.9204687211973368,0.26822077493999097,-0.5478454215574158,-0.6518177331946041,0.300659118980155,-0.2018645034299123,0.10655557446502248,-0.545699279955083,1.6521099711412983,-0.21755347650764031,-0.8432938073378378,-0.6488659733359788,0.5496012760205695,speech,angry,normal,1,1st,22.0,F,1,2
26,-1.0707028657243831,-1.8460600772578362,0.6647984978894367,-0.790769977060258,0.924660707645776,-1.0864538516615585,0.1687364862204032,-0.45771082025460236,-0.1662329339308732,-1.1888576127350083,0.9580587905538979,-0.47041362832390726,-0.4166919813490882,1.308463340091002,-0.15038117964066797,1.5893607992414307,-1.598381968910494,-0.24963215036237557,speech,surprised,normal,0,1st,20.0,F,1,2
29,-0.14787919279319967,0.49188725043683645,1.1384701791640137,-0.060160738095850486,-1.4183614969594192,0.7930054056922248,1.4776606809177173,0.6608706227244222,-0.2192182002267984,0.4570547088412913,-0.16507122656925405,-0.4158611311012283,-0.4705245029224481,-0.3269803958430579,0.7191335947439728,1.5893607992414307,-0.4265321222595519,-0.1380983646807558,speech,surprised,strong,1,1st,8.0,F,1,2
30,0.9170342181844773,-0.3783232078843114,-1.535658117562401,0.9868154006653538,-0.1834231226198844,1.7248393112165,0.1273716088592857,-0.43287180687755294,-0.11407531147994256,0.10411479292057257,0.2648031252385914,-0.39203921592166124,-0.6238627026006714,0.6310114213279432,0.45612519812396296,-0.8432938073378378,-0.8160342824159993,1.0889186613643773,speech,fearful,strong,0,2nd,,F,1,2
33,1.4741281674497533,0.4449755435913279,-0.7890744307027674,0.7324566023759442,0.1914539086895832,0.18923050825055238,0.4855586023773495,-0.32982461023308274,0.04057493885649805,-0.026550221613180807,0.0334848189351332,-0.30519934702649304,-0.46932152041143754,0.27102298477959896,0.8508269688462294,-0.8432938073378378,0.2438127971513298,1.3813625507338452,speech,angry,strong,0,1st,22.0,F,1,2
34,-0.42089933705839533,-1.2426461653998553,0.22723779353373114,-0.23313563643321908,-0.09427861177585446,-1.0864538516615585,0.23128557894363594,0.9462836821503021,1.0601419792514368,-0.9952595838535667,0.1327056223799105,-0.47041362832390726,0.5055333455209653,0.06878285656623709,0.6427718742899775,1.5893607992414307,-0.8160342824159993,0.9442823818803142,speech,happy,normal,1,2nd,6.0,F,1,2
35,1.4400033136829886,0.37151807656459424,-1.2527118017213104,-0.40264657491407396,-1.496990196827535,1.5471702913162275,-2.004549822007688,-0.17192828450899622,0.499138497270812,-0.694725397803833,0.025738334463162885,-0.33898745768903976,0.36916351566937206,-0.42416658035462546,0.6596702966985759,-0.8432938073378378,0.6884804993041823,1.657776981287324,song,angry,strong,1,1st,,F,1,2
36,1.5402241443006226,0.8393755551999034,-1.330040537087808,-0.9257307725965217,-0.0734642654904613,-1.0864538516615585,0.32541999783507897,2.714962657794369,2.361973069325576,-0.9006670512120454,1.892965054463707,-0.47041362832390726,-1.1316940699210838,0.07122769389404761,0.8722613692794038,-0.8432938073378378,0.07497280498050787,-0.6299057372455884,song,fearful,strong,1,2nd,12.0,F,1,2
38,1.1902719876038788,0.4395724659216095,-0.8573285891601907,-0.9121779108092801,-1.2940098906640731,1.491218491310386,-1.5020702769862486,0.555868173193443,1.4326322062075671,-0.7961503786985338,0.5322996008479611,-0.31250957345992625,-0.17056056905806113,-0.5659305218169934,0.366501149706642,-0.8432938073378378,0.18697557206412174,1.0486756910928814,song,fearful,strong,1,2nd,,F,1,2
40,-0.8911989928561929,-1.1306487020471867,1.0531496922879184,-1.1549170420005836,0.7541129959845493,-1.0864538516615585,1.2950835074752645,0.06496787329649599,0.618799419978558,-1.2317192880343206,1.1544754229831207,-0.47041362832390726,-0.4206563884756228,2.543705902938976,0.07900122244260277,-0.8432938073378378,-0.5385348893431657,-1.037351297574273,speech,sad,normal,1,2nd,,F,1,2
41,-0.6184377322969863,-0.5190103568562476,1.5256127634718548,-1.0219617497084625,0.5078717581489121,-1.0864538516615585,1.836866157886693,0.3576637958655467,0.3983570682320702,-1.3038068210147193,0.36151848033280326,-0.47041362832390726,0.5498035199300569,0.04303266401955616,0.6633011039545231,-0.8432938073378378,-0.5385348893431657,-0.17037557822198274,speech,disgust,normal,1,1st,,F,1,2
43,0.3252400502805798,-0.8607487988541712,-0.5082760711780784,-1.0096813786108032,-0.20527982570017866,-1.0864538516615585,1.7182387019207719,0.6900678143775915,0.9357206115451779,-1.7644321601213167,0.6558121039428706,-0.47041362832390726,1.3424987573415263,-1.1193441813404064,-0.07485073011500235,0.37303349595179647,1.6379964948786983,-0.053564130325646435,,calm,strong,1,1st,16.0,F,1,2
45,-0.8968942380046725,-0.8179205033197677,0.8634217571424759,-1.546731675797267,0.24605231102171268,-1.0864538516615585,0.5221978461351803,0.4725360506899179,0.8093054054355246,-1.4285413174755823,0.20893562395791895,-0.47041362832390726,0.904057498343618,0.32900272361706806,-0.057781890693358255,-0.8432938073378378,-0.7057031984231862,-0.4741982435663454,speech,disgust,normal,1,1st,2.0,F,1,2
49,0.4724621144730912,-0.9306543526055159,-0.3008128792410747,0.10645219540433551,0.7491668145749522,-1.0864538516615585,0.18932295941012012,-0.606423062663578,0.26812763393876193,-0.8073297572416412,1.3636002111518544,-0.47041362832390726,-0.9230424883038088,-0.7087821450412669,0.8878448228545784,0.37303349595179647,1.5811592697914916,-0.5722649000166301,song,neutral,normal,0,2nd,,F,1,2
50,0.21131049815139416,-1.2426078329814207,-0.785915580905077,-0.4490624999234332,0.21953848552901262,-1.0864538516615585,-0.2828726166443953,-0.6597155844021607,0.3264805392797616,-1.0587247418541064,1.0481556388466426,-0.47041362832390726,-0.3503538429018335,-1.0416386065924488,0.8936871029340779,0.37303349595179647,2.418672498282392,-0.3672591405948272,song,calm,normal,0,1st,,F,1,2
51,-0.3151090147048761,-1.458326543963983,-0.21201504188140366,-0.20616620368162114,0.7864749221924531,-1.0864538516615585,1.2052256310879168,-0.6004941172271698,-0.05174080770455208,-1.41995311018928,1.1930382910717348,-0.47041362832390726,-0.1643154294520665,-1.0966337865534708,0.1103537726182132,0.37303349595179647,0.8004832663877961,-0.31396617669852983,song,neutral,normal,0,2nd,16.0,F,1,2
52,-0.8855351266280593,-1.5112835646126275,0.8336834865799534,-0.4792866251975925,1.1901591760598316,-1.0864538516615585,0.44711829175158585,-0.5547673234066121,-0.0009618539060258761,-0.9755075067644957,1.1760197544167652,-0.47041362832390726,-0.7575594262576288,1.1590840527789026,-0.10660648253058065,-0.8432938073378378,-0.7057031984231862,0.042118869951188645,speech,sad,strong,0,2nd,,F,1,2
53,0.042755702759748715,-0.12531019209183458,0.4507129535270747,0.13891260811981057,0.1992405099316808,-1.0864538516615585,0.1467633807915706,-0.5231594733786454,-0.7543548963722075,-0.19772697379891943,0.28182923503719054,-0.47041362832390726,-0.5282336187396233,-0.603125057979485,0.6080639664353721,-0.8432938073378378,0.07497280498050787,1.0135087005514887,,disgust,strong,0,1st,,F,1,2
54,1.2117896873138319,0.4579200202140666,-0.77798845272305,1.0137496806372897,0.8162423253158857,-1.0864538516615585,1.1616741731896456,-0.6770626515192335,-0.36763977417126087,-0.47277545299176466,0.6463145403718147,-0.47041362832390726,-0.5133033841320335,-0.1916651349776892,0.35800746814461537,1.5893607992414307,-0.2025265880923249,1.9856490085037046,speech,happy,strong,0,2nd,12.0,F,1,2
56,-0.4245000031561007,-1.4121160289597747,-0.872730097568584,-0.45564586492344766,-0.4219037399588718,-1.0864538516615585,0.15676943846077734,0.33674662743630096,0.6847163967632166,-0.9505677560323225,1.1168642466105385,-0.47041362832390726,-0.5200798855206908,-0.7904329207907042,0.3657271391404209,-0.8432938073378378,0.6884804993041823,0.7707381720708416,song,fearful,normal,0,2nd,,F,1,2
60,-0.4463729372599281,-0.6530312516796515,0.43769981560015514,1.234983046259166,0.8384088613967468,1.0788420181746419,1.630317037617324,-0.765665400903184,-0.9041444352607696,0.4489664161068255,-0.5486080368930082,1.3118502903070177,-0.3753092605840395,0.6567600397293801,0.7281774714530144,-0.8432938073378378,-0.48169766425595917,0.3392450701999287,speech,disgust,normal,0,1st,,F,1,2
62,-0.6813038139330672,-0.8500733324033142,-0.7335795328139476,0.6505461807078275,-0.3553202219997164,1.1505043889902553,0.18965387720149185,0.13382589197851252,0.3629691084165586,-0.09980054663283776,-0.17407401142322232,-0.2126835070135559,-0.43202067590069826,0.5718481934609394,-0.28472052691425653,-0.8432938073378378,-0.6488659733359788,0.4424679035731601,speech,sad,normal,0,2nd,22.0,F,1,2
64,0.7298052440100464,-0.7458636266461194,-1.1477554398302743,0.007723281153795635,-0.2583845011598799,0.835860776153825,0.17457432715789614,0.2447164271128472,1.1304750622921198,-1.2009641231614536,1.0648447437537552,-0.457056739850925,-0.10409125070158706,-1.1136834489137677,0.3404739400025316,0.37303349595179647,1.3588254187150648,-0.11211455237000345,song,calm,normal,1,1st,22.0,F,1,2
66,-0.2074483292010484,-0.24848816832069548,-0.5054961141045387,0.9176982007541005,0.07550273099587296,-1.0864538516615585,3.488762112611438,0.02620390882734225,0.050451050939156195,0.22653473104800428,-0.10635748547471481,-0.47041362832390726,-0.5600594086961099,1.0618494448249793,0.25792880767623955,-0.8432938073378378,0.2438127971513298,0.6766123494198674,speech,disgust,strong,1,1st,,F,1,2
67,-0.07090987571884268,0.6697884527227842,0.5020142590517415,-0.2734046739727591,0.42964680646710457,0.656659046099143,0.15834778581332856,-0.4047628343036355,0.3478935712918167,0.30402948327691637,0.3048734696395609,-0.034796554309959586,-0.9075707586385516,-0.8878283276383031,1.0462705779345134,0.37303349595179647,0.5781494153113692,-1.115594022848577,song,neutral,normal,1,2nd,,M,1,2
68,0.14923192641305755,0.15417259154356613,0.25349755962468623,0.8457879056677527,0.6459331305513116,-1.0864538516615585,0.3141025453367815,0.018357276769028943,-0.681984818522121,0.36122523299577164,-0.4377683482006771,-0.47041362832390726,0.05690018729265808,1.2805661202374137,1.17560533759556,-0.8432938073378378,-0.035358279012305226,-0.36122719217155863,speech,disgust,strong,1,1st,23.0,M,1,2
69,-0.5348152999860875,-0.2868066884512317,-0.25963397172252317,1.7154008509360614,0.36639617236966576,0.8822834446252736,1.6365425780215432,-0.4173251084219066,-0.911147558964352,1.0561319040757848,-1.1384103529353795,0.5904578948033947,0.2480873213489795,1.4821361476369355,1.4820132720775558,-0.8432938073378378,0.46614664822775675,0.8581962042124327,speech,sad,strong,1,2nd,,M,1,2
70,-0.25833445242833286,0.5833517633139124,-0.14789754571384411,-0.5463891793950837,-0.06989193180248077,0.6864810959636771,-0.23046009778183554,-0.12373896178024527,0.5531272333319956,-0.05034547577321404,0.40869411637849656,-0.22874839558289292,-0.8073077585983559,-0.6717135481566011,1.1794014728902182,0.37303349595179647,1.024488800555024,-1.2229052101351627,song,calm,normal,1,1st,23.0,M,1,2
72,-0.6493902806122461,-0.22904040636931633,1.0953598804089546,0.39747802736536747,1.3493242933643188,-1.0864538516615585,1.0300719910578913,-0.6653999871645371,-0.750825292991311,0.0043446430847628005,0.5429815199365384,-0.47041362832390726,-0.8434973244902965,-0.31297018147440603,1.7998643428738952,-0.8432938073378378,-0.7057031984231862,0.013967750998559446,speech,sad,normal,0,2nd,23.0,M,1,2
75,0.3958160313853162,0.5205953176836585,0.03325471999787887,-0.025542918224881722,-0.24206726809053095,1.0097198385214459,0.18475206987714857,-0.3279192111525349,0.10429100781212336,-0.20915509799760582,-0.6740134051649423,0.647086042502329,0.21148756907360333,0.07815641136692711,1.3975720861814143,-0.8432938073378378,0.8004832663877961,0.4249713023244546,song,angry,normal,0,1st,7.0,M,1,2
76,1.0005955170696534,1.4286694629364936,-0.7868487725282133,-1.4345697271970062,-2.550064388160434,0.5337626315971004,-2.144134422955086,3.156607024968356,1.8700696245931459,0.3118674552493621,0.0669770466339896,-0.213678589135022,-0.5627393865691562,-0.327921590341121,0.49966367074488743,1.5893607992414307,-0.4265321222595519,-0.15462106457067915,speech,happy,strong,0,2nd,7.0,M,1,2
77,0.47847376388579144,-0.01362902723279801,0.5027643512467602,1.7111355229566851,0.8352306802455053,1.219433688363256,0.2614880036047707,-0.9598458633905643,-1.3511633031717296,1.0187509933795575,0.0881852146365526,-0.3744247651200955,-0.17884845935935906,-0.4326374862147533,0.18159230786581806,1.5893607992414307,-1.2623736676596533,0.26896642959063954,speech,happy,strong,0,2nd,13.0,M,1,2
79,0.16966975903132053,0.24036314647617582,0.10981605334947254,0.42695840428029075,0.7913035504986761,1.0464092104975478,0.2501241242485626,-0.9562402624632994,-0.19947781791133704,0.23345938360897517,0.4047304171491658,-0.05631483501553513,-1.0154596372606086,-1.05318286956288,0.18328919687436054,-0.8432938073378378,0.3541438811441429,0.10948215366027597,song,angry,normal,0,1st,13.0,M,1,2
80,0.4022915748130695,1.2019406053818915,1.2084960938523388,-1.8049234917372692,-1.4843232051878548,0.2259633550095022,-1.8930519522507752,0.17825945138195506,0.6112572278109416,-0.5722712919828437,-0.10456938211788869,-0.23353233193796905,0.29512451736633905,-0.9728633716024309,-1.5786431179793377,0.37303349595179647,1.3036598767186574,-1.1318282801275272,song,neutral,normal,0,2nd,,M,1,2
81,0.5878316613157856,1.5506221467725945,-0.21164499639852824,-1.6908905609059255,-1.9569979737638152,0.7346487861647415,-1.5268824649450803,2.410802299962314,2.0761010183965554,0.009753558601750287,0.15022482797478942,-0.2578731493821628,-0.4833051790500494,-0.9350687666444225,-0.04731990835346263,0.37303349595179647,0.2438127971513298,-0.3389592850207943,song,calm,normal,0,1st,3.0,M,1,2
82,0.03586412977675227,1.0920408892321956,-1.2998741369801279,-0.4106576720330457,-1.788993648819848,-0.6395710061419719,-1.1418116626801098,1.0637198107658148,-0.32699968533571105,1.0700098034377248,-0.42883456309977097,-0.36652850446405016,-0.45700611637265354,1.017477012298416,-2.5764803370029314,-0.8432938073378378,0.6333149573077764,1.0567479518874516,speech,disgust,strong,0,1st,,M,1,2
83,0.7286310701303511,1.2372875785021062,0.5996208714195828,-2.082812449242139,0.16689808389004016,-1.0864538516615585,0.27902601519566556,3.281093689427859,3.039755009203372,-0.30394948658759047,1.5501343118755486,-0.47041362832390726,-1.4078638152380714,-0.3336977968699716,-0.8090266597347432,-0.8432938073378378,-0.6488659733359788,-1.3166747505189174,speech,sad,strong,0,2nd,3.0,M,1,2
86,0.3594524963159151,0.2262698181313559,0.16171473999150512,-0.6388554031155605,-0.36179341024960116,0.9308217881197349,-0.8215338025362416,-0.3792998618636,0.11589362564192955,-0.4529987800098132,-0.3342274870458094,-0.07176290976231135,0.12929095401607588,-1.0563961628533076,0.22975255910887374,0.37303349595179647,0.6333149573077764,0.9005082686233151,song,neutral,normal,0,2nd,3.0,M,1,2
88,-0.011299605760784662,0.6350852848993138,0.39128026394573806,-0.912180542802871,0.14793866264179173,0.03359089099066357,-1.1963867029268587,-0.8208593086676537,-0.025760335640217243,0.3405004670986179,0.9254244317361157,-0.3746679618569303,-1.31069416470837,-1.0793203112302303,-0.7682500276696702,0.37303349595179647,1.9171675710423317,-1.6444944049641188,song,calm,strong,1,1st,,M,1,2
89,-0.3581551056115054,0.5008610713418759,0.36558710595902094,-0.12691852597094969,-1.5452884556806419,1.419407219289069,-0.9242112993525803,0.21159978600442597,0.1660696736170491,0.45710983756671186,-1.8674802559322083,0.6742835870366954,0.7701510454644495,3.22522380846939,-0.611875935045445,-0.8432938073378378,-0.0921955040995118,1.5620175577830495,speech,disgust,normal,1,1st,,M,1,2
90,-0.13691387154586665,1.0861020543691553,1.5560857397228323,-0.7522139170020697,-1.553081339075151,0.6011043129389494,-1.5879495188135875,0.20280202165784145,-0.4943059887358605,1.607239838472267,-1.0320480750485406,0.08133318023968339,0.3654249759830195,3.2643596260823644,-0.34623506134051446,-0.8432938073378378,-0.9832025914960197,-1.0029859434412025,speech,sad,normal,1,2nd,17.0,M,1,2
91,-0.3022187001022949,0.800744099068582,1.536095590394244,0.5139669422674719,-0.5885307562213916,0.29146691985841655,-1.0611791529810057,-0.4994773734095086,-1.5003572003245313,1.7013936433890673,-1.6047826290023592,1.7938368119702541,1.2318369703928826,3.3668391494858585,0.2869009216281835,-0.8432938073378378,-0.4265321222595519,-0.614502878173548,speech,disgust,normal,1,1st,17.0,M,1,2
92,-1.32231042725755,-0.20701742323095942,0.7711100263461409,-0.31494615216769334,1.079350917541402,-1.0864538516615585,0.22447325070177687,0.3492683092688502,1.1652263153160116,1.2704530025859038,-0.04747292791832231,-0.47041362832390726,-0.002655384145954394,-0.14765573280698432,-2.1203344935301147,-0.8432938073378378,-0.8728715075032066,-1.5290569438718198,speech,sad,normal,1,2nd,3.0,M,1,2
94,0.576996366062564,0.7848061071489327,0.20609211756214899,-0.6536910284104404,-1.1998448304093885,1.501641940894916,0.16866370600658373,0.9383062620773409,0.8428262573109916,0.046328378286496746,-0.4876820963984229,0.7768550558773869,-0.253936491472172,0.2921503304966943,1.0587693534820706,-0.8432938073378378,0.07497280498050787,-0.053249177479803136,song,fearful,strong,1,2nd,7.0,M,1,2
95,0.7239209170106782,1.0374203312899783,-0.47562744289888215,0.4610646273999285,0.5161229448520469,1.0755627013691724,0.041144536783036235,-0.8292611464481784,-0.27602495147360895,0.39909079182756424,0.13854704049900898,-0.08975838314307115,-0.8086344565285475,-0.717723722891265,0.08561636955119205,-0.8432938073378378,0.29897833914773564,-0.28123513408929035,song,angry,strong,1,1st,,M,1,2
97,-0.8743001610302243,0.06456417471699354,1.3005366374704759,0.3642580997221136,0.03244023476304215,0.786029212687452,0.08082525800236336,-0.05059206338111876,-0.10147810976044944,0.7219953665187671,-1.9247550997372551,1.4478926844071378,0.8047026404401891,-0.19100437260404993,0.8327957896179908,1.5893607992414307,-1.0400398165832263,-0.24996466147150925,speech,happy,normal,1,2nd,7.0,M,1,2
98,0.26063308910920663,0.600543965064789,-0.020197619144503413,0.06597348137168138,0.05794475880704075,0.8371323440923798,0.1954370568285973,-0.1583912763490023,0.41378400271334825,-0.05338191750457048,-0.03296110180452459,-0.11431250199308587,-0.6212916270314037,-0.8092139044347731,-0.09451267522868026,-0.8432938073378378,0.2438127971513298,-0.0370026343005755,song,fearful,strong,1,2nd,,M,1,2
99,1.0524674508854495,1.9279951671120836,-0.05175419012028479,-0.9925249810714515,-0.91413312555971,-1.0864538516615585,0.20130813366730563,1.4591228255408293,1.474353592596993,0.5423301234006183,-0.024148066271478908,-0.47041362832390726,-0.975498412871854,0.6881964154961312,0.8718661615717567,-0.8432938073378378,0.5781494153113692,-0.46535409363442515,song,angry,strong,1,1st,7.0,M,1,2
101,2.0233160760622706,1.1736795255172796,0.1015296502391643,1.3214002063322114,-0.4563126992403953,1.2659890947066585,-0.6578057416929676,-0.5409602654273923,-1.863326057121134,1.342277856276827,-0.6132330373201133,-0.3744548799651775,1.093481780006637,2.5424906632890982,1.0348361604636074,-0.8432938073378378,-1.4295419767396738,0.48863957820386256,speech,angry,strong,0,1st,23.0,M,1,2
102,0.4633782045249724,0.27492419293539233,0.24621974201968133,-2.0254649197703474,-0.8580709704835386,-1.0864538516615585,0.20911462334189773,3.6264534907217456,1.952354761341531,-1.4450749674583918,0.08288611774732388,-0.47041362832390726,1.596248026573231,-0.4294884010598729,0.5393123960464141,-0.8432938073378378,-0.9280370494996132,-0.39865801487839797,speech,fearful,strong,0,2nd,,M,1,2
103,0.6480110549614687,0.5929223146158641,0.3216109315470457,0.5350259266400709,-0.2640210031591806,0.6735400511571725,0.1724820762325798,-0.20799204896933857,-0.4962816037083765,0.581153225786257,-1.0741253025111708,0.6814837520156124,0.09120215515811089,0.1193292626809451,0.6393317178060302,1.5893607992414307,-0.7608687404195927,0.023627788433290955,speech,surprised,strong,1,1st,21.0,M,1,2
104,-0.9026212117020472,-0.1330170256928357,0.4742058410750696,1.5227763054865253,0.3579378749767614,0.8098922788130006,0.2676187269640799,-0.6436225171126797,-1.867541270622254,1.5632174308882738,-2.006878689979362,0.612263925318085,1.665229663556583,6.843863710260719,-1.4044717905990205,1.5893607992414307,-1.3192108927468607,-0.03760708940581487,speech,surprised,strong,1,1st,,M,1,2
106,0.33906196096068375,0.29044882240128267,1.032413682053617,1.075694422740621,0.35900539822524835,0.1632256240222831,0.3513970093061395,-0.5099456272645757,-0.9408992544839512,0.9949317491368144,-1.1907432997923624,0.30036680248110875,0.08322279339856536,0.47769012704253666,0.8524391597499626,1.5893607992414307,-1.0400398165832263,0.1472430543292426,speech,surprised,normal,0,1st,,M,1,2
